Time,No. of collectors,Species,FruitRipe.g,FruitRipe.num,FruitUnripe.g,SeedRipe.g,SeedRipe.num,SeedUnripe.g,SeedUnripe.num,果实附属物.g,果实碎片.num,Leaf.g,Flower.g
2012.11.20,NGS053,清香木,,,,,,,,,,1.97,
2012.11.20,NGS001,青叶苎麻,,,,,,,,,,0.4,
2012.11.20,NGS010,广西棋子豆 ,,,,,,,,,,2.78,
2012.11.20,NGS011,广西棋子豆 ,,,,,,,,,,4.31,
2012.11.20,NGS012,广西棋子豆 ,,,,,,,,,,3.6,
2012.11.20,NGS013,广西棋子豆 ,,,,,,,,,,3.51,
2012.11.20,NGS015,广西棋子豆 ,,,,,,,,,,1.98,
2012.11.20,NGS022,广西棋子豆 ,,,,,,,,,,2.31,
2012.11.20,NGS023,广西棋子豆 ,,,,,,,,,,1.41,
2012.11.20,NGS029,广西棋子豆 ,,,,,,,,,,2.86,
2012.11.20,NGS005,苹婆,,,,,,,,,,1.97,
2012.11.20,NGS009,苹婆,,,,,,,,,,2.76,
2012.11.20,NGS012,苹婆,,,,,,,,,,2.41,
2012.11.20,NGS014,苹婆,,,,,,,,,,2.24,
2012.11.20,NGS015,苹婆,,,,,,,,,,2.1,
2012.11.20,NGS016,苹婆,,,,,,,,,,2.21,
2012.11.20,NGS017,苹婆,,,,,,,,,,3.1,
2012.11.20,NGS018,苹婆,,,,,,,,,,2.63,
2012.11.20,NGS019,苹婆,,,,,,,,,,2.4,
2012.11.20,NGS020,苹婆,,,,,,,,,,3.52,
2012.11.20,NGS027,苹婆,,,,,,,,,,2.17,
2012.11.20,NGS036,苹婆,,,,,,,,,,4.11,
2012.11.20,NGS041,苹婆,,,,,,,,,,2.48,
2012.11.20,NGS042,苹婆,,,,,,,,,,2.43,
2012.11.20,NGS044,苹婆,,,,,,,,,,2.41,
2012.11.20,NGS045,苹婆,,,,,,,,,,4.07,
2012.11.20,NGS046,苹婆,,,,,,,,,,1.79,
2012.11.20,NGS067,苹婆,,,,,,,,,,2.65,
2012.11.20,NGS068,苹婆,,,,,,,,,,2.98,
2012.11.20,NGS069,苹婆,,,,,,,,,,2.12,
2012.11.20,NGS071,苹婆,,,,,,,,,,6.3,
2012.11.20,NGS072,苹婆,,,,,,,,,,6.21,
2012.11.20,NGS073,苹婆,,,,,,,,,,3.98,
2012.11.20,NGS074,苹婆,,,,,,,,,,3.42,
2012.11.20,NGS076,苹婆,,,,,,,,,,4.53,
2012.11.20,NGS090,苹婆,,,,,,,,,,4.65,
2012.11.20,NGS077,南方紫金牛,,,,,,,,,,3.12,
2012.11.20,NGS038,米仔兰,,,,,,,,,,1.76,
2012.11.20,NGS072,米扬噎,,,,,,,,,,3.51,
2012.11.20,NGS009,卵叶铁苋菜,,,,,,,,,,0.3,
2012.11.20,NGS045,卵叶铁苋菜,,,,,,,,,,0.35,
2012.11.20,NGS052,岭南酸枣,,,,,,,,,,8.12,
2012.11.20,NGS062,岭南酸枣,,,,,,,,,,3.98,
2012.11.20,NGS017,金丝李,,,,,,,,,,0.87,
2012.11.20,NGS024,金丝李,,,,,,,,,,2.01,
2012.11.20,NGS041,金丝李,,,,,,,,,,1.7,
2012.11.20,NGS044,金丝李,,,,,,,,,,0.74,
2012.11.20,NGS061,金丝李,,,,,,,,,,3.21,
2012.11.20,NGS080,金丝李,,,,,,,,,,5.21,
2012.11.20,NGS081,金丝李,,,,,,,,,,2.86,
2012.11.20,NGS032,假玉桂,,,,,,,,,,0.49,
2012.11.20,NGS036,假肥牛,,,,,,,,,,2.88,
2012.11.20,NGS037,假肥牛,,,,,,,,,,2.07,
2012.11.20,NGS002,鲫鱼胆,,,,,,,,,,0.23,
2012.11.20,NGS034,鲫鱼胆,,,,,,,,,,0.31,
2012.11.20,NGS049,鲫鱼胆,,,,,,,,,,0.64,
2012.11.20,NGS069,鲫鱼胆,,,,,,,,,,6.28,
2012.11.20,NGS024,火果,,,,,,,,,,1.76,
2012.11.20,NGS051,黄梨木,,,,,,,,,,2.53,
2012.11.20,NGS055,黄梨木,,,,,,,,,,1.83,
2012.11.20,NGS056,黄梨木,,,,,,,,,,5.31,
2012.11.20,NGS062,黄梨木,,,,,,,,,,2.32,
2012.11.20,NGS068,黄梨木,,,,,,,,,,2.1,
2012.11.20,NGS080,黄梨木,,,,,,,,,,2.57,
2012.11.20,NGS021,未知,,,,,,,,,,4,
2012.11.20,NGS026,未知,,,,,,,,,,3.11,
2012.11.20,NGS028,未知,,,,,,,,,,3.14,
2012.11.20,NGS054,未知,,,,,,,,,,3.81,
2012.11.20,NGS062,未知,,,,,,,,,,5.3,
2012.11.20,NGS068,未知,,,,,,,,,,3.81,
2012.11.20,NGS077,未知,,,,,,,,,,4.52,
2012.11.20,NGS078,未知,,,,,,,,,,5.25,
2012.11.20,NGS079,未知,,,,,,,,,,5.1,
2012.11.20,NGS019,南烛厚壳桂,,,,,,,,,,6.57,
2012.11.20,NGS025,南烛厚壳桂,,,,,,,,,,0.94,
2012.11.20,NGS001,海南椴,,,,,,,,,,2.07,
2012.11.20,NGS002,海南椴,,,,,,,,,,3.07,
2012.11.20,NGS005,海南椴,,,,,,,,,,2.4,
2012.11.20,NGS006,海南椴,,,,,,,,,,2.61,
2012.11.20,NGS046,海南椴,,,,,,,,,,2.17,
2012.11.20,NGS048,海南椴,,,,,,,,,,2.47,
2012.11.20,NGS051,海南椴,,,,,,,,,,4.28,
2012.11.20,NGS053,海南椴,,,,,,,,,,4.86,
2012.11.20,NGS054,海南椴,,,,,,,,,,1.85,
2012.11.20,NGS057,海南椴,,,,,,,,,,3.1,
2012.11.20,NGS059,海南椴,,,,,,,,,,1.84,
2012.11.20,NGS065,海南椴,,,,,,,,,,2.34,
2012.11.20,NGS066,海南椴,,,,,,,,,,2.3,
2012.11.20,NGS070,海南椴,,,,,,,,,,1.28,
2012.11.20,NGS073,海南椴,,,,,,,,,,3.27,
2012.11.20,NGS074,海南椴,,,,,,,,,,3.28,
2012.11.20,NGS083,海南椴,,,,,,,,,,2.13,
2012.11.20,NGS090,海南椴,,,,,,,,,,2.23,
2012.11.20,NGS002,广西牡荆,,,,,,,,,,2.3,
2012.11.20,NGS003,广西牡荆,,,,,,,,,,0.72,
2012.11.20,NGS004,广西牡荆,,,,,,,,,,1.01,
2012.11.20,NGS006,广西牡荆,,,,,,,,,,0.37,
2012.11.20,NGS007,广西牡荆,,,,,,,,,,0.96,
2012.11.20,NGS011,广西牡荆,,,,,,,,,,1.34,
2012.11.20,NGS014,广西牡荆,,,,,,,,,,0.51,
2012.11.20,NGS017,广西牡荆,,,,,,,,,,0.76,
2012.11.20,NGS025,广西牡荆,,,,,,,,,,0.5,
2012.11.20,NGS027,广西牡荆,,,,,,,,,,0.53,
2012.11.20,NGS028,广西牡荆,,,,,,,,,,1.41,
2012.11.20,NGS029,广西牡荆,,,,,,,,,,0.74,
2012.11.20,NGS030,广西牡荆,,,,,,,,,,1.7,
2012.11.20,NGS032,广西牡荆,,,,,,,,,,1.74,
2012.11.20,NGS033,广西牡荆,,,,,,,,,,1.44,
2012.11.20,NGS034,广西牡荆,,,,,,,,,,1.84,
2012.11.20,NGS035,广西牡荆,,,,,,,,,,0.74,
2012.11.20,NGS037,广西牡荆,,,,,,,,,,2.17,
2012.11.20,NGS038,广西牡荆,,,,,,,,,,2.1,
2012.11.20,NGS039,广西牡荆,,,,,,,,,,0.7,
2012.11.20,NGS040,广西牡荆,,,,,,,,,,1.15,
2012.11.20,NGS042,广西牡荆,,,,,,,,,,0.47,
2012.11.20,NGS043,广西牡荆,,,,,,,,,,0.45,
2012.11.20,NGS047,广西牡荆,,,,,,,,,,2.06,
2012.11.20,NGS048,广西牡荆,,,,,,,,,,0.5,
2012.11.20,NGS064,广西牡荆,,,,,,,,,,4.15,
2012.11.20,NGS066,广西牡荆,,,,,,,,,,2.12,
2012.11.20,NGS067,广西牡荆,,,,,,,,,,4.28,
2012.11.20,NGS068,广西牡荆,,,,,,,,,,3.92,
2012.11.20,NGS070,广西牡荆,,,,,,,,,,8.25,
2012.11.20,NGS071,广西牡荆,,,,,,,,,,1.89,
2012.11.20,NGS072,广西牡荆,,,,,,,,,,5.82,
2012.11.20,NGS075,广西牡荆,,,,,,,,,,4.53,
2012.11.20,NGS079,广西牡荆,,,,,,,,,,4.33,
2012.11.20,NGS084,广西牡荆,,,,,,,,,,2.51,
2012.11.20,NGS087,广西牡荆,,,,,,,,,,2.81,
2012.11.20,NGS007,割舌树,,,,,,,,,,1.01,
2012.11.20,NGS083,割舌树,,,,,,,,,,2.1,
2012.11.20,NGS015,对叶榕,,,,,,,,,,1.74,
2012.11.20,NGS020,对叶榕,,,,,,,,,,1.32,
2012.11.20,NGS021,对叶榕,,,,,,,,,,3.16,
2012.11.20,NGS023,对叶榕,,,,,,,,,,2.14,
2012.11.20,NGS026,对叶榕,,,,,,,,,,1.75,
2012.11.20,NGS027,对叶榕,,,,,,,,,,1.45,
2012.11.20,NGS031,对叶榕,,,,,,,,,,1.07,
2012.11.20,NGS033,对叶榕,,,,,,,,,,0.9,
2012.11.20,NGS089,粗柄槭,,,,,,,,,,9.24,
2012.11.20,NGS002,劲直刺桐,,,,,,,,,,2.04,
2012.11.20,NGS003,劲直刺桐,,,,,,,,,,1.38,
2012.11.20,NGS016,劲直刺桐,,,,,,,,,,3.41,
2012.11.20,NGS019,劲直刺桐,,,,,,,,,,4.11,
2012.11.20,NGS022,劲直刺桐,,,,,,,,,,4.18,
2012.11.20,NGS024,劲直刺桐,,,,,,,,,,2.1,
2012.11.20,NGS029,劲直刺桐,,,,,,,,,,2.14,
2012.11.20,NGS031,劲直刺桐,,,,,,,,,,2.78,
2012.11.20,NGS033,劲直刺桐,,,,,,,,,,2.14,
2012.11.20,NGS035,劲直刺桐,,,,,,,,,,3.18,
2012.11.20,NGS037,劲直刺桐,,,,,,,,,,1.89,
2012.11.20,NGS039,劲直刺桐,,,,,,,,,,2.41,
2012.11.20,NGS040,劲直刺桐,,,,,,,,,,2.41,
2012.11.20,NGS041,劲直刺桐,,,,,,,,,,3.12,
2012.11.20,NGS042,劲直刺桐,,,,,,,,,,3.13,
2012.11.20,NGS043,劲直刺桐,,,,,,,,,,3.41,
2012.11.20,NGS044,劲直刺桐,,,,,,,,,,3.03,
2012.11.20,NGS045,劲直刺桐,,,,,,,,,,3.5,
2012.11.20,NGS047,劲直刺桐,,,,,,,,,,3.14,
2012.11.20,NGS063,劲直刺桐,,,,,,,,,,12.32,
2012.11.20,NGS068,劲直刺桐,,,,,,,,,,6.83,
2012.11.20,NGS069,劲直刺桐,,,,,,,,,,6.75,
2012.11.20,NGS070,劲直刺桐,,,,,,,,,,5.38,
2012.11.20,NGS071,劲直刺桐,,,,,,,,,,6.35,
2012.11.20,NGS074,劲直刺桐,,,,,,,,,,10.11,
2012.11.20,NGS075,劲直刺桐,,,,,,,,,,3.58,
2012.11.20,NGS076,劲直刺桐,,,,,,,,,,10.51,
2012.11.20,NGS078,劲直刺桐,,,,,,,,,,8.56,
2012.11.20,NGS086,劲直刺桐,,,,,,,,,,12.33,
2012.11.20,NGS008,澄广花,,,,,,,,,,2.14,
2012.11.20,NGS009,澄广花,,,,,,,,,,1.13,
2012.11.20,NGS064,澄广花,,,,,,,,,,4.27,
2012.11.20,NGS065,澄广花,,,,,,,,,,8.25,
2012.11.20,NGS067,澄广花,,,,,,,,,,2.53,
2012.11.20,NGS085,澄广花,,,,,,,,,,4.89,
2012.11.20,NGS001,闭花木,,,,,,,,,,0.79,
2012.11.20,NGS003,闭花木,,,,,,,,,,1.44,
2012.11.20,NGS007,闭花木,,,,,,,,,,0.67,
2012.11.20,NGS046,闭花木,,,,,,,,,,2.14,
2012.11.20,NGS048,闭花木,,,,,,,,,,0.81,
2012.11.20,NGS050,闭花木,,,,,,,,,,6.53,
2012.11.20,NGS057,闭花木,,,,,,,,,,12.11,
2012.11.20,NGS058,闭花木,,,,,,,,,,4.51,
2012.11.20,NGS059,闭花木,,,,,,,,,,4.56,
2012.11.20,NGS060,闭花木,,,,,,,,,,7.65,
2012.11.20,NGS061,闭花木,,,,,,,,,,7.74,
2012.11.20,NGS062,闭花木,,,,,,,,,,3.87,
2012.11.20,NGS063,闭花木,,,,,,,,,,4.53,
2012.11.20,NGS064,闭花木,,,,,,,,,,6.53,
2012.11.20,NGS065,闭花木,,,,,,,,,,10.87,
2012.11.20,NGS066,闭花木,,,,,,,,,,10.21,
2012.11.20,NGS082,闭花木,,,,,,,,,,7.65,
2012.11.20,NGS083,闭花木,,,,,,,,,,10.52,
2012.11.20,NGS084,闭花木,,,,,,,,,,6.75,
2012.11.20,NGS085,闭花木,,,,,,,,,,5.81,
2012.11.20,NGS086,闭花木,,,,,,,,,,5.29,
2012.11.20,NGS087,闭花木,,,,,,,,,,7.21,
2012.11.20,NGS088,闭花木,,,,,,,,,,12.45,
2012.11.20,NGS089,闭花木,,,,,,,,,,5.34,
2012.11.20,NGS090,闭花木,,,,,,,,,,9.2,
2012.11.30,NGS004,未知,0.33,6,,,,,,,,0,
2012.11.30,NGS005,大叶水榕,,,,,,,,,,0.71,
2012.11.30,NGS039,大叶水榕,,,,,,,,,,1.17,
2012.11.30,NGS043,大叶水榕,,,,,,,,,,2.02,
2012.11.30,NGS002,广西牡荆,,,,,,,,,,2.13,
2012.11.30,NGS017,广西牡荆,,,,,,,,,,1.09,
2012.11.30,NGS019,广西牡荆,,,,,,,,,,0.5,
2012.11.30,NGS028,广西牡荆,,,,,,,,,,1.4,
2012.11.30,NGS006,米扬噎,,,,,,,,,,1.46,
2012.11.30,NGS007,米扬噎,,,,,,,,,,0.69,
2012.11.30,NGS032,米扬噎,,,,,,,,,,0.75,
2012.11.30,NGS033,米扬噎,,,,,,,,,,2.43,
2012.11.30,NGS034,米扬噎,,,,,,,,,,1.54,
2012.11.30,NGS062,苦枥木,,,,,,,,,,2.75,
2012.11.30,NGS001,中越杜茎山,,,,,,,,,,0.74,
2012.11.30,NGS027,长花龙吐珠,,,,,,,,,,0.52,
2012.11.30,NGS008,羽叶白头树,,,,,,,,,,1.8,
2012.11.30,NGS048,羽叶白头树,,,,,,,,,,0.48,
2012.11.30,NGS089,羽叶白头树,,,,,,,,,,12.35,
2012.11.30,NGS090,羽叶白头树,,,,,,,,,,4.23,
2012.11.30,NGS051,鱼骨木,,,,,,,,,,1.76,
2012.11.30,NGS052,鱼骨木,,,,,,,,,,8.92,
2012.11.30,NGS053,鱼骨木,,,,,,,,,,2.16,
2012.11.30,NGS054,鱼骨木,,,,,,,,,,10.25,
2012.11.30,NGS055,鱼骨木,,,,,,,,,,3.21,
2012.11.30,NGS056,鱼骨木,,,,,,,,,,1.98,
2012.11.30,NGS059,鱼骨木,,,,,,,,,,2.11,
2012.11.30,NGS064,鱼骨木,,,,,,,,,,1.52,
2012.11.30,NGS081,蚬木 ,,,,,,,,,,6.97,
2012.11.30,NGS002,蚬木,,,,,,,,,,1.05,
2012.11.30,NGS058,蚬木,,,,,,,,,,5.65,
2012.11.30,NGS060,蚬木,,,,,,,,,,2.76,
2012.11.30,NGS078,蚬木,,,,,,,,,,3.22,
2012.11.30,NGS082,蚬木,,,,,,,,,,6.7,
2012.11.30,NGS083,蚬木,,,,,,,,,,4.82,
2012.11.30,NGS084,蚬木,,,,,,,,,,6.53,
2012.11.30,NGS085,蚬木,,,,,,,,,,3.65,
2012.11.30,NGS087,蚬木,,,,,,,,,,4.75,
2012.11.30,NGS088,蚬木,,,,,,,,,,5.54,
2012.11.30,NGS060,斜叶榕,,,,,,,,,,2.1,
2012.11.30,NGS051,细叶谷木,,,,,,,,,,2.11,
2012.11.30,NGS052,细叶谷木,,,,,,,,,,2.35,
2012.11.30,NGS054,细叶谷木,,,,,,,,,,1.05,
2012.11.30,NGS059,细叶谷木,,,,,,,,,,2.47,
2012.11.30,NGS012,中国无忧花,,,,,,,,,,4.73,
2012.11.30,NGS014,中国无忧花,,,,,,,,,,2.6,
2012.11.30,NGS050,乌桕 ,,,,,,,,,,7.67,
2012.11.30,NGS008,网脉核果木,,,,,,,,,,2.04,
2012.11.30,NGS077,日本五月茶,,,,,,,,,,5.23,
2012.11.30,NGS079,日本五月茶,,,,,,,,,,3.67,
2012.11.30,NGS073,石山榕,,,,,,,,,,5.25,
2012.11.30,NGS005,山石榴,,,,,,,,,,0.56,
2012.11.30,NGS050,山榄叶柿,,,,,,,,,,1.82,
2012.11.30,NGS055,山榄叶柿,,,,,,,,,,3.25,
2012.11.30,NGS056,山榄叶柿,,,,,,,,,,2.75,
2012.11.30,NGS077,山黄皮,,,,,,,,,,4.21,
2012.11.30,NGS055,桑枝米碎木,,,,,,,,,,3.76,
2012.11.30,NGS056,桑枝米碎木,,,,,,,,,,3.22,
2012.11.30,NGS088,三角车,,,,,,,,,,7.21,
2012.11.30,NGS014,日本五月茶,,,,,,,,,,0.83,
2012.11.30,NGS023,日本五月茶,,,,,,,,,,0.41,
2012.11.30,NGS053,清香木,,,,,,,,,,2.11,
2012.11.30,NGS010,广西棋子豆 ,,,,,,,,,,2.37,
2012.11.30,NGS012,广西棋子豆 ,,,,,,,,,,3.52,
2012.11.30,NGS013,广西棋子豆 ,,,,,,,,,,6.71,
2012.11.30,NGS014,广西棋子豆 ,,,,,,,,,,3.74,
2012.11.30,NGS016,广西棋子豆 ,,,,,,,,,,2.04,
2012.11.30,NGS017,广西棋子豆 ,,,,,,,,,,4.77,
2012.11.30,NGS022,广西棋子豆 ,,,,,,,,,,6.4,
2012.11.30,NGS023,广西棋子豆 ,,,,,,,,,,4.7,
2012.11.30,NGS029,广西棋子豆 ,,,,,,,,,,1.71,
2012.11.30,NGS030,广西棋子豆 ,,,,,,,,,,1.32,
2012.11.30,NGS015,苹婆,,,,,,,,,,1.67,
2012.11.30,NGS009,苹婆,,,,,,,,,,1.68,
2012.11.30,NGS010,苹婆,,,,,,,,,,4.3,
2012.11.30,NGS011,苹婆,,,,,,,,,,1.81,
2012.11.30,NGS012,苹婆,,,,,,,,,,3.6,
2012.11.30,NGS018,苹婆,,,,,,,,,,3.01,
2012.11.30,NGS019,苹婆,,,,,,,,,,2.47,
2012.11.30,NGS020,苹婆,,,,,,,,,,4.78,
2012.11.30,NGS021,苹婆,,,,,,,,,,2.45,
2012.11.30,NGS024,苹婆,,,,,,,,,,2.35,
2012.11.30,NGS026,苹婆,,,,,,,,,,1.48,
2012.11.30,NGS027,苹婆,,,,,,,,,,2.14,
2012.11.30,NGS031,苹婆,,,,,,,,,,1.35,
2012.11.30,NGS034,苹婆,,,,,,,,,,1.73,
2012.11.30,NGS036,苹婆,,,,,,,,,,3.81,
2012.11.30,NGS038,苹婆,,,,,,,,,,1.89,
2012.11.30,NGS039,苹婆,,,,,,,,,,2.36,
2012.11.30,NGS042,苹婆,,,,,,,,,,2.04,
2012.11.30,NGS045,苹婆,,,,,,,,,,1.78,
2012.11.30,NGS067,苹婆,,,,,,,,,,3.45,
2012.11.30,NGS068,苹婆,,,,,,,,,,3.15,
2012.11.30,NGS071,苹婆,,,,,,,,,,6.75,
2012.11.30,NGS072,苹婆,,,,,,,,,,6.23,
2012.11.30,NGS073,苹婆,,,,,,,,,,5.24,
2012.11.30,NGS074,苹婆,,,,,,,,,,4.21,
2012.11.30,NGS076,苹婆,,,,,,,,,,3.83,
2012.11.30,NGS080,苹婆,,,,,,,,,,1.85,
2012.11.30,NGS020,苹果榕,,,,,,,,,,0.8,
2012.11.30,NGS025,苹果榕,,,,,,,,,,1.14,
2012.11.30,NGS077,南方紫金牛,,,,,,,,,,1.85,
2012.11.30,NGS072,米扬噎,,,,,,,,,,2.73,
2012.11.30,NGS009,卵叶铁苋菜,,,,,,,,,,0.75,
2012.11.30,NGS040,卵叶铁苋菜,,,,,,,,,,0.67,
2012.11.30,NGS049,卵叶铁苋菜,,,,,,,,,,0.71,
2012.11.30,NGS052,岭南酸枣,,,,,,,,,,1.52,
2012.11.30,NGS062,岭南酸枣,,,,,,,,,,4.12,
2012.11.30,NGS080,岭南酸枣,,,,,,,,,,2.95,
2012.11.30,NGS001,茎花山柚,,,,,,,,,,0.31,
2012.11.30,NGS035,金丝李,,,,,,,,,,1.16,
2012.11.30,NGS041,金丝李,,,,,,,,,,3.07,
2012.11.30,NGS061,金丝李,,,,,,,,,,1.75,
2012.11.30,NGS080,金丝李,,,,,,,,,,2.86,
2012.11.30,NGS081,金丝李,,,,,,,,,,4.2,
2012.11.30,NGS002,鲫鱼胆,,,,,,,,,,1.02,
2012.11.30,NGS049,鲫鱼胆,,,,,,,,,,0.51,
2012.11.30,NGS069,鲫鱼胆,,,,,,,,,,7.92,
2012.11.30,NGS024,火果,,,,,,,,,,1.63,
2012.11.30,NGS051,黄梨木,,,,,,,,,,3.76,
2012.11.30,NGS055,黄梨木,,,,,,,,,,2.67,
2012.11.30,NGS056,黄梨木,,,,,,,,,,10.21,
2012.11.30,NGS062,黄梨木,,,,,,,,,,2.36,
2012.11.30,NGS018,未知,,,,,,,,,,2.11,
2012.11.30,NGS020,未知,,,,,,,,,,2.35,
2012.11.30,NGS030,未知,,,,,,,,,,1.73,
2012.11.30,NGS033,未知,,,,,,,,,,3.4,
2012.11.30,NGS037,未知,,,,,,,,,,2.35,
2012.11.30,NGS055,未知,,,,,,,,,,5.21,
2012.11.30,NGS019,南烛厚壳桂,,,,,,,,,,7.01,
2012.11.30,NGS069,未知,,,,,,,,,,5.21,
2012.11.30,NGS076,未知,,,,,,,,,,6.5,
2012.11.30,NGS001,海南椴,,,,,,,,,,3.98,
2012.11.30,NGS002,海南椴,,,,,,,,,,2.46,
2012.11.30,NGS005,海南椴,,,,,,,,,,2.15,
2012.11.30,NGS006,海南椴,,,,,,,,,,2.47,
2012.11.30,NGS010,海南椴,,,,,,,,,,1.63,
2012.11.30,NGS037,海南椴,,,,,,,,,,2.78,
2012.11.30,NGS043,海南椴,,,,,,,,,,1.71,
2012.11.30,NGS044,海南椴,,,,,,,,,,1.89,
2012.11.30,NGS046,海南椴,,,,,,,,,,1.73,
2012.11.30,NGS048,海南椴,,,,,,,,,,1.87,
2012.11.30,NGS051,海南椴,,,,,,,,,,1.85,
2012.11.30,NGS053,海南椴,,,,,,,,,,6.27,
2012.11.30,NGS065,海南椴,,,,,,,,,,2.1,
2012.11.30,NGS066,海南椴,,,,,,,,,,2.85,
2012.11.30,NGS067,海南椴,,,,,,,,,,3.65,
2012.11.30,NGS070,海南椴,,,,,,,,,,1.52,
2012.11.30,NGS073,海南椴,,,,,,,,,,7.86,
2012.11.30,NGS074,海南椴,,,,,,,,,,2.86,
2012.11.30,NGS082,海南椴,,,,,,,,,,1.83,
2012.11.30,NGS083,海南椴,,,,,,,,,,1.79,
2012.11.30,NGS090,海南椴,,,,,,,,,,1.86,
2012.11.30,NGS007,广西牡荆,,,,,,,,,,1.37,
2012.11.30,NGS009,广西牡荆,,,,,,,,,,1.44,
2012.11.30,NGS010,广西牡荆,,,,,,,,,,0.91,
2012.11.30,NGS011,广西牡荆,,,,,,,,,,2.04,
2012.11.30,NGS025,广西牡荆,,,,,,,,,,1.73,
2012.11.30,NGS026,广西牡荆,,,,,,,,,,3.61,
2012.11.30,NGS029,广西牡荆,,,,,,,,,,0.74,
2012.11.30,NGS030,广西牡荆,,,,,,,,,,2.04,
2012.11.30,NGS032,广西牡荆,,,,,,,,,,1.69,
2012.11.30,NGS033,广西牡荆,,,,,,,,,,1.52,
2012.11.30,NGS034,广西牡荆,,,,,,,,,,2.14,
2012.11.30,NGS037,广西牡荆,,,,,,,,,,1.16,
2012.11.30,NGS038,广西牡荆,,,,,,,,,,0.91,
2012.11.30,NGS040,广西牡荆,,,,,,,,,,1.14,
2012.11.30,NGS042,广西牡荆,,,,,,,,,,1.43,
2012.11.30,NGS044,广西牡荆,,,,,,,,,,2.4,
2012.11.30,NGS045,广西牡荆,,,,,,,,,,1.6,
2012.11.30,NGS047,广西牡荆,,,,,,,,,,0.81,
2012.11.30,NGS048,广西牡荆,,,,,,,,,,2.13,
2012.11.30,NGS066,广西牡荆,,,,,,,,,,4.23,
2012.11.30,NGS067,广西牡荆,,,,,,,,,,8.21,
2012.11.30,NGS068,广西牡荆,,,,,,,,,,4.76,
2012.11.30,NGS070,广西牡荆,,,,,,,,,,3.92,
2012.11.30,NGS071,广西牡荆,,,,,,,,,,1.83,
2012.11.30,NGS072,广西牡荆,,,,,,,,,,6.8,
2012.11.30,NGS075,广西牡荆,,,,,,,,,,5.23,
2012.11.30,NGS079,广西牡荆,,,,,,,,,,4.28,
2012.11.30,NGS084,广西牡荆,,,,,,,,,,2.08,
2012.11.30,NGS087,广西牡荆,,,,,,,,,,2.83,
2012.11.30,NGS064,广西澄广花,,,,,,,,,,4.51,
2012.11.30,NGS078,未知,,,,,,,,,,5.6,
2012.11.30,NGS008,割舌树,,,,,,,,,,1.17,
2012.11.30,NGS083,割舌树,,,,,,,,,,2.26,
2012.11.30,NGS036,肥牛树,,,,,,,,,,2.74,
2012.11.30,NGS015,对叶榕,,,,,,,,,,1.85,
2012.11.30,NGS021,对叶榕,,,,,,,,,,1.73,
2012.11.30,NGS031,对叶榕,,,,,,,,,,1.71,
2012.11.30,NGS089,粗柄槭,,,,,,,,,,2.18,
2012.11.30,NGS001,劲直刺桐,,,,,,,,,,2.61,
2012.11.30,NGS003,劲直刺桐,,,,,,,,,,3.23,
2012.11.30,NGS004,劲直刺桐,,,,,,,,,,1.4,
2012.11.30,NGS006,劲直刺桐,,,,,,,,,,3.15,
2012.11.30,NGS016,劲直刺桐,,,,,,,,,,3.61,
2012.11.30,NGS022,劲直刺桐,,,,,,,,,,3.6,
2012.11.30,NGS024,劲直刺桐,,,,,,,,,,1.42,
2012.11.30,NGS028,劲直刺桐,,,,,,,,,,1.32,
2012.11.30,NGS029,劲直刺桐,,,,,,,,,,3.08,
2012.11.30,NGS031,劲直刺桐,,,,,,,,,,2.14,
2012.11.30,NGS032,劲直刺桐,,,,,,,,,,1.84,
2012.11.30,NGS035,劲直刺桐,,,,,,,,,,3.52,
2012.11.30,NGS039,劲直刺桐,,,,,,,,,,3.42,
2012.11.30,NGS040,劲直刺桐,,,,,,,,,,2.13,
2012.11.30,NGS041,劲直刺桐,,,,,,,,,,1.88,
2012.11.30,NGS042,劲直刺桐,,,,,,,,,,2.33,
2012.11.30,NGS045,劲直刺桐,,,,,,,,,,2.08,
2012.11.30,NGS047,劲直刺桐,,,,,,,,,,2.41,
2012.11.30,NGS063,劲直刺桐,,,,,,,,,,12.3,
2012.11.30,NGS068,劲直刺桐,,,,,,,,,,4.85,
2012.11.30,NGS069,劲直刺桐,,,,,,,,,,5.63,
2012.11.30,NGS070,劲直刺桐,,,,,,,,,,11.35,
2012.11.30,NGS071,劲直刺桐,,,,,,,,,,7.65,
2012.11.30,NGS074,劲直刺桐,,,,,,,,,,10.65,
2012.11.30,NGS075,劲直刺桐,,,,,,,,,,4.76,
2012.11.30,NGS076,劲直刺桐,,,,,,,,,,12.16,
2012.11.30,NGS078,劲直刺桐,,,,,,,,,,10.85,
2012.11.30,NGS086,劲直刺桐,,,,,,,,,,5.21,
2012.11.30,NGS042,齿叶黄皮,,,,,,,,,,0.7,
2012.11.30,NGS008,澄广花,,,,,,,,,,0.83,
2012.11.30,NGS013,澄广花,,,,,,,,,,5.04,
2012.11.30,NGS065,澄广花,,,,,,,,,,9.85,
2012.11.30,NGS067,澄广花,,,,,,,,,,10.21,
2012.11.30,NGS085,澄广花,,,,,,,,,,6.87,
2012.11.30,NGS006,菜豆树,,,,,,,,,,1.2,
2012.11.30,NGS001,闭花木,,,,,,,,,,1.47,
2012.11.30,NGS003,闭花木,,,,,,,,,,4,
2012.11.30,NGS007,闭花木,,,,,,,,,,1.04,
