Time,No. of collectors,Species,FruitRipe.g,FruitRipe.num,FruitUnripe.g,SeedRipe.g,SeedRipe.num,SeedUnripe.g,SeedUnripe.num,果实附属物.g,果实碎片.num,Leaf.g,Flower.g
2012.10.31,NGS006,海南椴,,,,,,,,,,3.68,
2012.10.31,NGS046,海南椴,,,,,,,,,,1.53,
2012.10.31,NGS048,海南椴,,,,,,,,,,1.4,
2012.10.31,NGS051,海南椴,,,,,,,,,,9.78,
2012.10.31,NGS053,海南椴,,,,,,,,,,8.31,
2012.10.31,NGS057,海南椴,,,,,,,,,,3.22,
2012.10.31,NGS065,海南椴,,,,,,,,,,1.85,
2012.10.31,NGS066,海南椴,,,,,,,,,,2.13,
2012.10.31,NGS070,海南椴,,,,,,,,,,1.23,
2012.10.31,NGS073,海南椴,,,,,,,,,,6.85,
2012.10.31,NGS074,海南椴,,,,,,,,,,2.1,
2012.10.31,NGS082,海南椴,,,,,,,,,,1.2,
2012.10.31,NGS083,海南椴,,,,,,,,,,1.33,
2012.10.31,NGS085,海南椴,,,,,,,,,,1.23,
2012.10.31,NGS090,海南椴,,,,,,,,,,1.52,
2012.10.31,NGS002,广西牡荆,,,,,,,,,,3.01,
2012.10.31,NGS006,广西牡荆,,,,,,,,,,0.41,
2012.10.31,NGS007,广西牡荆,,,,,,,,,,1.15,
2012.10.31,NGS011,广西牡荆,,,,,,,,,,0.94,
2012.10.31,NGS014,广西牡荆,,,,,,,,,,0.39,
2012.10.31,NGS017,广西牡荆,,,,,,,,,,1.19,
2012.10.31,NGS025,广西牡荆,,,,,,,,,,0.74,
2012.10.31,NGS026,广西牡荆,,,,,,,,,,2.64,
2012.10.31,NGS027,广西牡荆,,,,,,,,,,0.43,
2012.10.31,NGS028,广西牡荆,,,,,,,,,,0.51,
2012.10.31,NGS029,广西牡荆,,,,,,,,,,1.18,
2012.10.31,NGS030,广西牡荆,,,,,,,,,,2.08,
2012.10.31,NGS032,广西牡荆,,,,,,,,,,2.35,
2012.10.31,NGS033,广西牡荆,,,,,,,,,,2.02,
2012.10.31,NGS034,广西牡荆,,,,,,,,,,2.4,
2012.10.31,NGS035,广西牡荆,,,,,,,,,,1.4,
2012.10.31,NGS036,广西牡荆,,,,,,,,,,1.13,
2012.10.31,NGS037,广西牡荆,,,,,,,,,,1.7,
2012.10.31,NGS038,广西牡荆,,,,,,,,,,2.19,
2012.10.31,NGS039,广西牡荆,,,,,,,,,,0.61,
2012.10.31,NGS040,广西牡荆,,,,,,,,,,2.07,
2012.10.31,NGS042,广西牡荆,,,,,,,,,,0.79,
2012.10.31,NGS044,广西牡荆,,,,,,,,,,0.61,
2012.10.31,NGS047,广西牡荆,,,,,,,,,,1.41,
2012.10.31,NGS066,广西牡荆,,,,,,,,,,4.51,
2012.10.31,NGS067,广西牡荆,,,,,,,,,,10.12,
2012.10.31,NGS068,广西牡荆,,,,,,,,,,5.89,
2012.10.31,NGS070,广西牡荆,,,,,,,,,,15.33,
2012.10.31,NGS071,广西牡荆,,,,,,,,,,1.21,
2012.10.31,NGS072,广西牡荆,,,,,,,,,,7.5,
2012.10.31,NGS075,广西牡荆,,,,,,,,,,4.52,
2012.10.31,NGS079,广西牡荆,,,,,,,,,,3.65,
2012.10.31,NGS084,广西牡荆,,,,,,,,,,1.85,
2012.10.31,NGS085,广西牡荆,,,,,,,,,,2.1,
2012.10.31,NGS087,广西牡荆,,,,,,,,,,2.76,
2012.10.31,NGS007,割舌树,,,,,,,,,,0.8,
2012.10.31,NGS008,割舌树,,,,,,,,,,0.71,
2012.10.31,NGS083,割舌树,,,,,,,,,,1.52,
2012.10.31,NGS021,对叶榕,,,,,,,,,,5.84,
2012.10.31,NGS027,对叶榕,,,,,,,,,,2.43,
2012.10.31,NGS028,对叶榕,,,,,,,,,,1.12,
2012.10.31,NGS031,对叶榕,,,,,,,,,,1.53,
2012.10.31,NGS033,对叶榕,,,,,,,,,,1.3,
2012.10.31,NGS089,粗柄槭,,,,,,,,,,15.12,
2012.10.31,NGS001,劲直刺桐,,,,,,,,,,2.78,
2012.10.31,NGS002,劲直刺桐,,,,,,,,,,1.6,
2012.10.31,NGS003,劲直刺桐,,,,,,,,,,2.31,
2012.10.31,NGS016,劲直刺桐,,,,,,,,,,2.43,
2012.10.31,NGS019,劲直刺桐,,,,,,,,,,3.41,
2012.10.31,NGS022,劲直刺桐,,,,,,,,,,3.61,
2012.10.31,NGS024,劲直刺桐,,,,,,,,,,3.08,
2012.10.31,NGS029,劲直刺桐,,,,,,,,,,3.4,
2012.10.31,NGS031,劲直刺桐,,,,,,,,,,3.61,
2012.10.31,NGS033,劲直刺桐,,,,,,,,,,1.09,
2012.10.31,NGS035,劲直刺桐,,,,,,,,,,2.34,
2012.10.31,NGS037,劲直刺桐,,,,,,,,,,2.07,
2012.10.31,NGS039,劲直刺桐,,,,,,,,,,1.17,
2012.10.31,NGS041,劲直刺桐,,,,,,,,,,3.71,
2012.10.31,NGS042,劲直刺桐,,,,,,,,,,2,
2012.10.31,NGS043,劲直刺桐,,,,,,,,,,2.73,
2012.10.31,NGS044,劲直刺桐,,,,,,,,,,0.78,
2012.10.31,NGS045,劲直刺桐,,,,,,,,,,5.63,
2012.10.31,NGS047,劲直刺桐,,,,,,,,,,2.4,
2012.10.31,NGS063,劲直刺桐,,,,,,,,,,18.12,
2012.10.31,NGS068,劲直刺桐,,,,,,,,,,5.23,
2012.10.31,NGS069,劲直刺桐,,,,,,,,,,5.32,
2012.10.31,NGS070,劲直刺桐,,,,,,,,,,6.7,
2012.10.31,NGS071,劲直刺桐,,,,,,,,,,8.67,
2012.10.31,NGS074,劲直刺桐,,,,,,,,,,13.21,
2012.10.31,NGS075,劲直刺桐,,,,,,,,,,1.21,
2012.10.31,NGS076,劲直刺桐,,,,,,,,,,15.23,
2012.10.31,NGS078,劲直刺桐,,,,,,,,,,12.16,
2012.10.31,NGS086,劲直刺桐,,,,,,,,,,4.51,
2012.10.31,NGS042,齿叶黄皮,,,,,,,,,,0.21,
2012.10.31,NGS008,澄广花,,,,,,,,,,1.4,
2012.10.31,NGS009,澄广花,,,,,,,,,,0.64,
2012.10.31,NGS064,澄广花,,,,,,,,,,4.21,
2012.10.31,NGS065,澄广花,,,,,,,,,,12.12,
2012.10.31,NGS067,澄广花,,,,,,,,,,13.21,
2012.10.31,NGS085,澄广花,,,,,,,,,,6.85,
2012.10.31,NGS001,闭花木,,,,,,,,,,1.4,
2012.10.31,NGS003,闭花木,,,,,,,,,,0.97,
2012.10.31,NGS007,闭花木,,,,,,,,,,0.73,
2012.10.31,NGS046,闭花木,,,,,,,,,,1.71,
2012.10.31,NGS048,闭花木,,,,,,,,,,0.71,
2012.10.31,NGS050,闭花木,,,,,,,,,,13.15,
2012.10.31,NGS057,闭花木,,,,,,,,,,12.81,
2012.10.31,NGS058,闭花木,,,,,,,,,,2.15,
2012.10.31,NGS059,闭花木,,,,,,,,,,3.21,
2012.10.31,NGS062,闭花木,,,,,,,,,,3.85,
2012.10.31,NGS063,闭花木,,,,,,,,,,1.85,
2012.10.31,NGS064,闭花木,,,,,,,,,,12.85,
2012.10.31,NGS065,闭花木,,,,,,,,,,13.5,
2012.10.31,NGS066,闭花木,,,,,,,,,,13.65,
2012.10.31,NGS082,闭花木,,,,,,,,,,6.58,
2012.10.31,NGS083,闭花木,,,,,,,,,,20.11,
2012.10.31,NGS084,闭花木,,,,,,,,,,8.56,
2012.10.31,NGS085,闭花木,,,,,,,,,,7.52,
2012.10.31,NGS086,闭花木,,,,,,,,,,15.25,
2012.10.31,NGS087,闭花木,,,,,,,,,,8.65,
2012.10.31,NGS088,闭花木,,,,,,,,,,20.12,
2012.10.31,NGS089,闭花木,,,,,,,,,,3.51,
2012.10.31,NGS060,00na,,,,,,,,,,0,
2012.10.31,NGS061,00na,,,,,,,,,,0,
2012.10.31,NGS080,00na,,,,,,,,,,0,
2012.10.31,NGS081,00na,,,,,,,,,,0,
2012.11.10,NGS005,大叶水榕,,,,,,,,,,0.7,
2012.11.10,NGS039,大叶水榕,,,,,,,,,,1.79,
2012.11.10,NGS003,米扬噎,,,,,,,,,,0.83,
2012.11.10,NGS004,米扬噎,,,,,,,,,,0.53,
2012.11.10,NGS006,米扬噎,,,,,,,,,,0.64,
2012.11.10,NGS030,米扬噎,,,,,,,,,,1.03,
2012.11.10,NGS032,米扬噎,,,,,,,,,,0.8,
2012.11.10,NGS013,南方紫金牛,,,,,,,,,,1.42,
2012.11.10,NGS020,长花龙吐珠,,,,,,,,,,0.41,
2012.11.10,NGS008,羽叶白头树,,,,,,,,,,3.07,
2012.11.10,NGS018,羽叶白头树,,,,,,,,,,0.81,
2012.11.10,NGS043,羽叶白头树,,,,,,,,,,1.11,
2012.11.10,NGS049,羽叶白头树,,,,,,,,,,2.02,
2012.11.10,NGS089,羽叶白头树,,,,,,,,,,12.85,
2012.11.10,NGS090,羽叶白头树,,,,,,,,,,4.27,
2012.11.10,NGS051,鱼骨木,,,,,,,,,,6.72,
2012.11.10,NGS052,鱼骨木,,,,,,,,,,1.23,
2012.11.10,NGS053,鱼骨木,,,,,,,,,,2.12,
2012.11.10,NGS054,鱼骨木,,,,,,,,,,8.65,
2012.11.10,NGS055,鱼骨木,,,,,,,,,,2.87,
2012.11.10,NGS056,鱼骨木,,,,,,,,,,1.57,
2012.11.10,NGS059,鱼骨木,,,,,,,,,,4.89,
2012.11.10,NGS064,鱼骨木,,,,,,,,,,1.12,
2012.11.10,NGS060,小叶榕,,,,,,,,,,1.21,
2012.11.10,NGS058,蚬木,,,,,,,,,,16.71,
2012.11.10,NGS060,蚬木,,,,,,,,,,1.25,
2012.11.10,NGS078,蚬木,,,,,,,,,,3.21,
2012.11.10,NGS080,蚬木,,,,,,,,,,2.12,
2012.11.10,NGS081,蚬木,,,,,,,,,,8.92,
2012.11.10,NGS082,蚬木,,,,,,,,,,7.82,
2012.11.10,NGS083,蚬木,,,,,,,,,,2.12,
2012.11.10,NGS084,蚬木,,,,,,,,,,6.89,
2012.11.10,NGS085,蚬木,,,,,,,,,,2.35,
2012.11.10,NGS087,蚬木,,,,,,,,,,4.83,
2012.11.10,NGS088,蚬木,,,,,,,,,,4.89,
2012.11.10,NGS051,细叶谷木,,,,,,,,,,1.25,
2012.11.10,NGS052,细叶谷木,,,,,,,,,,1.75,
2012.11.10,NGS054,细叶谷木,,,,,,,,,,1.21,
2012.11.10,NGS059,细叶谷木,,,,,,,,,,1.82,
2012.11.10,NGS010,中国无忧花,,,,,,,,,,4.33,
2012.11.10,NGS012,中国无忧花,,,,,,,,,,2.7,
2012.11.10,NGS013,中国无忧花,,,,,,,,,,2.74,
2012.11.10,NGS050,乌桕,,,,,,,,,,4.21,
2012.11.10,NGS077,日本五月茶,,,,,,,,,,4.21,
2012.11.10,NGS079,日本五月茶,,,,,,,,,,3.56,
2012.11.10,NGS073,石山榕,,,,,,,,,,5.65,
2012.11.10,NGS004,山石榴,,,,,,,,,,0.4,
2012.11.10,NGS049,山石榴,,,,,,,,,,0.5,
2012.11.10,NGS050,山榄叶柿,,,,,,,,,,1.82,
2012.11.10,NGS055,山榄叶柿,,,,,,,,,,2.98,
2012.11.10,NGS056,山榄叶柿,,,,,,,,,,1.53,
2012.11.10,NGS058,山榄叶柿,,,,,,,,,,2.12,
2012.11.10,NGS077,山黄皮,,,,,,,,,,4.21,
2012.11.10,NGS055,桑枝米碎木,,,,,,,,,,3.67,
2012.11.10,NGS056,桑枝米碎木,,,,,,,,,,2.87,
2012.11.10,NGS088,三角车,,,,,,,,,,7.21,
2012.11.10,NGS014,日本五月茶,,,,,,,,,,0.4,
2012.11.10,NGS044,日本五月茶,,,,,,,,,,0.19,
2012.11.10,NGS053,清香木,,,,,,,,,,1.82,
2012.11.10,NGS010,广西棋子豆 ,,,,,,,,,,1.86,
2012.11.10,NGS012,广西棋子豆 ,,,,,,,,,,1.75,
2012.11.10,NGS013,广西棋子豆 ,,,,,,,,,,1.78,
2012.11.10,NGS015,广西棋子豆 ,,,,,,,,,,0.97,
2012.11.10,NGS017,广西棋子豆 ,,,,,,,,,,1.64,
2012.11.10,NGS022,广西棋子豆 ,,,,,,,,,,2.43,
2012.11.10,NGS023,广西棋子豆 ,,,,,,,,,,2.1,
2012.11.10,NGS029,广西棋子豆 ,,,,,,,,,,0.9,
2012.11.10,NGS005,苹婆,,,,,,,,,,1.98,
2012.11.10,NGS009,苹婆,,,,,,,,,,2.47,
2012.11.10,NGS011,苹婆,,,,,,,,,,2.8,
2012.11.10,NGS012,苹婆,,,,,,,,,,0.91,
2012.11.10,NGS014,苹婆,,,,,,,,,,1.6,
2012.11.10,NGS015,苹婆,,,,,,,,,,0.27,
2012.11.10,NGS016,苹婆,,,,,,,,,,2.08,
2012.11.10,NGS018,苹婆,,,,,,,,,,2.04,
2012.11.10,NGS019,苹婆,,,,,,,,,,0.93,
2012.11.10,NGS020,苹婆,,,,,,,,,,0.97,
2012.11.10,NGS021,苹婆,,,,,,,,,,1.87,
2012.11.10,NGS027,苹婆,,,,,,,,,,2.63,
2012.11.10,NGS036,苹婆,,,,,,,,,,4.47,
2012.11.10,NGS041,苹婆,,,,,,,,,,2.14,
2012.11.10,NGS042,苹婆,,,,,,,,,,2.01,
2012.11.10,NGS044,苹婆,,,,,,,,,,2.87,
2012.11.10,NGS045,苹婆,,,,,,,,,,1.79,
2012.11.10,NGS046,苹婆,,,,,,,,,,3.43,
2012.11.10,NGS067,苹婆,,,,,,,,,,2.23,
2012.11.10,NGS068,苹婆,,,,,,,,,,4.12,
2012.11.10,NGS071,苹婆,,,,,,,,,,6.83,
2012.11.10,NGS072,苹婆,,,,,,,,,,7.21,
2012.11.10,NGS073,苹婆,,,,,,,,,,4.51,
2012.11.10,NGS074,苹婆,,,,,,,,,,3.65,
2012.11.10,NGS076,苹婆,,,,,,,,,,2.89,
2012.11.10,NGS082,苹婆,,,,,,,,,,1.56,
2012.11.10,NGS077,南方紫金牛,,,,,,,,,,2.56,
2012.11.10,NGS038,米仔兰,,,,,,,,,,0.8,
2012.11.10,NGS072,米扬噎,,,,,,,,,,2.85,
2012.11.10,NGS021,未知,,,,,,,,,,1.87,
2012.11.10,NGS025,未知,,,,,,,,,,3.01,
2012.11.10,NGS054,未知,,,,,,,,,,5.3,
2012.11.10,NGS055,未知,,,,,,,,,,4.11,
2012.11.10,NGS068,未知,,,,,,,,,,4.1,
2012.11.10,NGS069,未知,,,,,,,,,,3.6,
2012.11.10,NGS075,未知,,,,,,,,,,3.8,
2012.11.10,NGS076,未知,,,,,,,,,,4.11,
2012.11.10,NGS077,未知,,,,,,,,,,3.51,
2012.11.10,NGS078,未知,,,,,,,,,,5.51,
2012.11.10,NGS009,卵叶铁苋菜,,,,,,,,,,0.42,
2012.11.10,NGS040,卵叶铁苋菜,,,,,,,,,,0.45,
2012.11.10,NGS045,卵叶铁苋菜,,,,,,,,,,0.4,
2012.11.10,NGS052,岭南酸枣,,,,,,,,,,10.21,
2012.11.10,NGS062,岭南酸枣,,,,,,,,,,4.25,
2012.11.10,NGS017,金丝李,,,,,,,,,,1.75,
2012.11.10,NGS024,金丝李,,,,,,,,,,2.01,
2012.11.10,NGS041,金丝李,,,,,,,,,,2.07,
2012.11.10,NGS044,金丝李,,,,,,,,,,1.7,
2012.11.10,NGS061,金丝李,,,,,,,,,,2.11,
2012.11.10,NGS080,金丝李,,,,,,,,,,6.52,
2012.11.10,NGS081,金丝李,,,,,,,,,,3.21,
2012.11.10,NGS032,假玉桂,,,,,,,,,,0.27,
2012.11.10,NGS035,假玉桂,,,,,,,,,,0.24,
2012.11.10,NGS036,假肥牛,,,,,,,,,,0.79,
2012.11.10,NGS034,鲫鱼胆,,,,,,,,,,0.33,
2012.11.10,NGS049,鲫鱼胆,,,,,,,,,,0.44,
2012.11.10,NGS069,鲫鱼胆,,,,,,,,,,7.98,
2012.11.10,NGS024,火果,,,,,,,,,,1.84,
2012.11.10,NGS051,黄梨木,,,,,,,,,,2.21,
2012.11.10,NGS055,黄梨木,,,,,,,,,,2.32,
2012.11.10,NGS056,黄梨木,,,,,,,,,,8.52,
2012.11.10,NGS062,黄梨木,,,,,,,,,,2.16,
2012.11.10,NGS068,黄梨木,,,,,,,,,,2.35,
2012.11.10,NGS080,黄梨木,,,,,,,,,,2.87,
2012.11.10,NGS079,未知,,,,,,,,,,3.67,
2012.11.10,NGS081,未知,,,,,,,,,,6.21,
2012.11.10,NGS019,南烛厚壳桂,,,,,,,,,,6.73,
2012.11.10,NGS002,海南椴,,,,,,,,,,1.78,
2012.11.10,NGS005,海南椴,,,,,,,,,,2.13,
2012.11.10,NGS006,海南椴,,,,,,,,,,4.01,
2012.11.10,NGS046,海南椴,,,,,,,,,,2.4,
2012.11.10,NGS048,海南椴,,,,,,,,,,1.6,
2012.11.10,NGS051,海南椴,,,,,,,,,,6.51,
2012.11.10,NGS053,海南椴,,,,,,,,,,5.33,
2012.11.10,NGS054,海南椴,,,,,,,,,,2.1,
2012.11.10,NGS057,海南椴,,,,,,,,,,2.55,
2012.11.10,NGS059,海南椴,,,,,,,,,,2.12,
2012.11.10,NGS065,海南椴,,,,,,,,,,2.15,
2012.11.10,NGS066,海南椴,,,,,,,,,,2.51,
2012.11.10,NGS070,海南椴,,,,,,,,,,1.32,
2012.11.10,NGS073,海南椴,,,,,,,,,,4.23,
2012.11.10,NGS074,海南椴,,,,,,,,,,2.33,
2012.11.10,NGS083,海南椴,,,,,,,,,,1.65,
2012.11.10,NGS085,海南椴,,,,,,,,,,1.75,
2012.11.10,NGS090,海南椴,,,,,,,,,,1.83,
2012.11.10,NGS002,广西牡荆,,,,,,,,,,2.1,
2012.11.10,NGS004,广西牡荆,,,,,,,,,,0.31,
2012.11.10,NGS006,广西牡荆,,,,,,,,,,0.58,
2012.11.10,NGS007,广西牡荆,,,,,,,,,,1.4,
2012.11.10,NGS011,广西牡荆,,,,,,,,,,1.01,
2012.11.10,NGS014,广西牡荆,,,,,,,,,,0.51,
2012.11.10,NGS017,广西牡荆,,,,,,,,,,2.07,
2012.11.10,NGS025,广西牡荆,,,,,,,,,,1.04,
2012.11.10,NGS026,广西牡荆,,,,,,,,,,1.89,
2012.11.10,NGS027,广西牡荆,,,,,,,,,,0.22,
2012.11.10,NGS028,广西牡荆,,,,,,,,,,0.4,
2012.11.10,NGS029,广西牡荆,,,,,,,,,,0.78,
2012.11.10,NGS030,广西牡荆,,,,,,,,,,1.78,
2012.11.10,NGS032,广西牡荆,,,,,,,,,,1.69,
2012.11.10,NGS033,广西牡荆,,,,,,,,,,1.78,
2012.11.10,NGS034,广西牡荆,,,,,,,,,,1.77,
2012.11.10,NGS035,广西牡荆,,,,,,,,,,0.89,
2012.11.10,NGS037,广西牡荆,,,,,,,,,,1.47,
2012.11.10,NGS038,广西牡荆,,,,,,,,,,1.6,
2012.11.10,NGS039,广西牡荆,,,,,,,,,,0.44,
2012.11.10,NGS040,广西牡荆,,,,,,,,,,1.77,
2012.11.10,NGS042,广西牡荆,,,,,,,,,,1.01,
2012.11.10,NGS047,广西牡荆,,,,,,,,,,1.43,
2012.11.10,NGS064,广西牡荆,,,,,,,,,,1.22,
2012.11.10,NGS066,广西牡荆,,,,,,,,,,1.89,
2012.11.10,NGS067,广西牡荆,,,,,,,,,,6.51,
2012.11.10,NGS068,广西牡荆,,,,,,,,,,4.33,
2012.11.10,NGS070,广西牡荆,,,,,,,,,,10.21,
2012.11.10,NGS071,广西牡荆,,,,,,,,,,1.57,
2012.11.10,NGS072,广西牡荆,,,,,,,,,,6.3,
2012.11.10,NGS075,广西牡荆,,,,,,,,,,4.21,
2012.11.10,NGS079,广西牡荆,,,,,,,,,,3.28,
2012.11.10,NGS084,广西牡荆,,,,,,,,,,2.1,
2012.11.10,NGS085,广西牡荆,,,,,,,,,,1.65,
2012.11.10,NGS087,广西牡荆,,,,,,,,,,2.51,
2012.11.10,NGS007,割舌树,,,,,,,,,,0.62,
2012.11.10,NGS008,割舌树,,,,,,,,,,1.01,
2012.11.10,NGS083,割舌树,,,,,,,,,,1.58,
2012.11.10,NGS021,对叶榕,,,,,,,,,,6.41,
2012.11.10,NGS022,对叶榕,,,,,,,,,,3.41,
2012.11.10,NGS026,对叶榕,,,,,,,,,,0.7,
2012.11.10,NGS027,对叶榕,,,,,,,,,,1.44,
2012.11.10,NGS028,对叶榕,,,,,,,,,,0.73,
2012.11.10,NGS031,对叶榕,,,,,,,,,,1.81,
2012.11.10,NGS033,对叶榕,,,,,,,,,,2.41,
2012.11.10,NGS089,粗柄槭,,,,,,,,,,11.21,
2012.11.10,NGS001,劲直刺桐,,,,,,,,,,1.58,
2012.11.10,NGS002,劲直刺桐,,,,,,,,,,2.07,
2012.11.10,NGS003,劲直刺桐,,,,,,,,,,1.81,
2012.11.10,NGS016,劲直刺桐,,,,,,,,,,2.04,
2012.11.10,NGS019,劲直刺桐,,,,,,,,,,4.07,
2012.11.10,NGS022,劲直刺桐,,,,,,,,,,4.08,
2012.11.10,NGS024,劲直刺桐,,,,,,,,,,4.1,
2012.11.10,NGS029,劲直刺桐,,,,,,,,,,2.86,
2012.11.10,NGS031,劲直刺桐,,,,,,,,,,0.88,
2012.11.10,NGS033,劲直刺桐,,,,,,,,,,2.07,
2012.11.10,NGS035,劲直刺桐,,,,,,,,,,3.04,
2012.11.10,NGS037,劲直刺桐,,,,,,,,,,1.88,
2012.11.10,NGS039,劲直刺桐,,,,,,,,,,0.8,
2012.11.10,NGS041,劲直刺桐,,,,,,,,,,2.6,
2012.11.10,NGS042,劲直刺桐,,,,,,,,,,0.99,
2012.11.10,NGS043,劲直刺桐,,,,,,,,,,1.99,
2012.11.10,NGS044,劲直刺桐,,,,,,,,,,1.31,
2012.11.10,NGS045,劲直刺桐,,,,,,,,,,4.01,
2012.11.10,NGS047,劲直刺桐,,,,,,,,,,3.08,
2012.11.10,NGS063,劲直刺桐,,,,,,,,,,15.21,
2012.11.10,NGS067,劲直刺桐,,,,,,,,,,1.21,
2012.11.10,NGS068,劲直刺桐,,,,,,,,,,4.89,
2012.11.10,NGS069,劲直刺桐,,,,,,,,,,3.89,
2012.11.10,NGS070,劲直刺桐,,,,,,,,,,6.85,
2012.11.10,NGS071,劲直刺桐,,,,,,,,,,7.68,
2012.11.10,NGS074,劲直刺桐,,,,,,,,,,11.13,
2012.11.10,NGS075,劲直刺桐,,,,,,,,,,2.12,
2012.11.10,NGS076,劲直刺桐,,,,,,,,,,12.83,
2012.11.10,NGS078,劲直刺桐,,,,,,,,,,10.55,
2012.11.10,NGS086,劲直刺桐,,,,,,,,,,16.21,
2012.11.10,NGS008,澄广花,,,,,,,,,,0.9,
2012.11.10,NGS009,澄广花,,,,,,,,,,0.46,
2012.11.10,NGS064,澄广花,,,,,,,,,,3.71,
2012.11.10,NGS065,澄广花,,,,,,,,,,9.68,
2012.11.10,NGS067,澄广花,,,,,,,,,,12.1,
2012.11.10,NGS085,澄广花,,,,,,,,,,5.23,
2012.11.10,NGS001,闭花木,,,,,,,,,,0.97,
2012.11.10,NGS003,闭花木,,,,,,,,,,1.06,
2012.11.10,NGS007,闭花木,,,,,,,,,,0.89,
2012.11.10,NGS046,闭花木,,,,,,,,,,2.01,
2012.11.10,NGS048,闭花木,,,,,,,,,,1.01,
2012.11.10,NGS050,闭花木,,,,,,,,,,8.75,
2012.11.10,NGS057,闭花木,,,,,,,,,,13.56,
2012.11.10,NGS058,闭花木,,,,,,,,,,3.83,
2012.11.10,NGS059,闭花木,,,,,,,,,,4.22,
2012.11.10,NGS060,闭花木,,,,,,,,,,8.97,
2012.11.10,NGS061,闭花木,,,,,,,,,,8.75,
2012.11.10,NGS062,闭花木,,,,,,,,,,2.53,
2012.11.10,NGS063,闭花木,,,,,,,,,,3.61,
2012.11.10,NGS064,闭花木,,,,,,,,,,8.75,
2012.11.10,NGS065,闭花木,,,,,,,,,,12.13,
2012.11.10,NGS066,闭花木,,,,,,,,,,11.28,
2012.11.10,NGS082,闭花木,,,,,,,,,,7.13,
2012.11.10,NGS083,闭花木,,,,,,,,,,12.81,
2012.11.10,NGS084,闭花木,,,,,,,,,,7.63,
2012.11.10,NGS085,闭花木,,,,,,,,,,6.52,
2012.11.10,NGS086,闭花木,,,,,,,,,,4.24,
2012.11.10,NGS087,闭花木,,,,,,,,,,6.52,
2012.11.10,NGS088,闭花木,,,,,,,,,,15.35,
2012.11.10,NGS089,闭花木,,,,,,,,,,4.89,
2012.11.10,NGS090,闭花木,,,,,,,,,,10.25,
2012.11.20,NGS039,大叶水榕,,,,,,,,,,1.52,
2012.11.20,NGS004,米扬噎,,,,,,,,,,0.31,
2012.11.20,NGS006,米扬噎,,,,,,,,,,1.25,
2012.11.20,NGS030,米扬噎,,,,,,,,,,2.04,
2012.11.20,NGS032,米扬噎,,,,,,,,,,2.01,
2012.11.20,NGS013,南方紫金牛,,,,,,,,,,1.75,
2012.11.20,NGS008,羽叶白头树,,,,,,,,,,3.6,
2012.11.20,NGS018,羽叶白头树,,,,,,,,,,1.14,
2012.11.20,NGS043,羽叶白头树,,,,,,,,,,1.77,
2012.11.20,NGS049,羽叶白头树,,,,,,,,,,2.16,
2012.11.20,NGS089,羽叶白头树,,,,,,,,,,12.35,
2012.11.20,NGS090,羽叶白头树,,,,,,,,,,5.81,
2012.11.20,NGS051,鱼骨木,,,,,,,,,,4.38,
2012.11.20,NGS052,鱼骨木,,,,,,,,,,1.35,
2012.11.20,NGS053,鱼骨木,,,,,,,,,,3.21,
2012.11.20,NGS054,鱼骨木,,,,,,,,,,6.53,
2012.11.20,NGS055,鱼骨木,,,,,,,,,,2.53,
2012.11.20,NGS056,鱼骨木,,,,,,,,,,1.81,
2012.11.20,NGS059,鱼骨木,,,,,,,,,,1.98,
2012.11.20,NGS064,鱼骨木,,,,,,,,,,1.32,
2012.11.20,NGS060,小叶榕,,,,,,,,,,1.58,
2012.11.20,NGS058,蚬木,,,,,,,,,,12.33,
2012.11.20,NGS078,蚬木,,,,,,,,,,4.89,
2012.11.20,NGS080,蚬木,,,,,,,,,,6.77,
2012.11.20,NGS081,蚬木,,,,,,,,,,7.53,
2012.11.20,NGS082,蚬木,,,,,,,,,,7.21,
2012.11.20,NGS084,蚬木,,,,,,,,,,5.43,
2012.11.20,NGS085,蚬木,,,,,,,,,,3.25,
2012.11.20,NGS087,蚬木,,,,,,,,,,5.29,
2012.11.20,NGS088,蚬木,,,,,,,,,,6.21,
2012.11.20,NGS051,细叶谷木,,,,,,,,,,1.53,
2012.11.20,NGS052,细叶谷木,,,,,,,,,,1.52,
2012.11.20,NGS054,细叶谷木,,,,,,,,,,1.22,
2012.11.20,NGS059,细叶谷木,,,,,,,,,,1.63,
2012.11.20,NGS010,中国无忧花,,,,,,,,,,4.57,
2012.11.20,NGS012,中国无忧花,,,,,,,,,,4.76,
2012.11.20,NGS013,中国无忧花,,,,,,,,,,4.02,
2012.11.20,NGS050,乌桕,,,,,,,,,,4.12,
2012.11.20,NGS077,日本五月茶,,,,,,,,,,4.51,
2012.11.20,NGS079,日本五月茶,,,,,,,,,,4.12,
2012.11.20,NGS073,石山榕,,,,,,,,,,4.35,
2012.11.20,NGS004,山石榴,,,,,,,,,,0.24,
2012.11.20,NGS049,山石榴,,,,,,,,,,0.71,
2012.11.20,NGS050,山榄叶柿,,,,,,,,,,1.21,
2012.11.20,NGS055,山榄叶柿,,,,,,,,,,1.98,
2012.11.20,NGS056,山榄叶柿,,,,,,,,,,1.5,
2012.11.20,NGS077,山黄皮,,,,,,,,,,3.89,
2012.11.20,NGS055,桑枝米碎木,,,,,,,,,,4.21,
2012.11.20,NGS056,桑枝米碎木,,,,,,,,,,4.23,
2012.11.20,NGS088,三角车,,,,,,,,,,8.21,
